Symbol,Name,Exchange,instrument_key,industry,sector
PDSL,PDS LIMITED,2,BSE_EQ|INE111Q01021,Trading - Textile Products,Textiles & Apparels
HANMAN,HANMAN FIT LIMITED,2,BSE_EQ|INE982Q01017,Amusement Parks/ Other Recreation,Leisure Services
VGCL,Vibrant Global Capital Limited,2,BSE_EQ|INE761Q01015,Non Banking Financial Company (NBFC),Finance
CEINSYSTECH,CEINSYS TECH LIMITED,2,BSE_EQ|INE016Q01014,Computers - Software & Consulting,IT - Software
PANABYTE,PANABYTE TECHNOLOGIES LIMITED,2,BSE_EQ|INE516E01019,IT Enabled Services,IT - Services
JSHL,JLA Infraville Shoppers Limited,2,BSE_EQ|INE401Q01018,Internet & Catalogue Retail,Retailing
CRANEINFRA,Crane Infrastructure Limited,2,BSE_EQ|INE176L01017,Residential- Commercial Projects,Realty
NIYOGIN,Niyogin Fintech Limited,2,BSE_EQ|INE480D01010,Non Banking Financial Company (NBFC),Finance
ASIACAP,ASIA CAPITAL LIMITED,2,BSE_EQ|INE131Q01011,Non Banking Financial Company (NBFC),Finance
KALYANCAP,Kalyan Capitals Limited,2,BSE_EQ|INE149Q01021,Non Banking Financial Company (NBFC),Finance
CIL,Citizen Infoline Ltd.,2,BSE_EQ|INE473L01018,Print Media,Media
GBFL,Goenka Business & Finance Limited,2,BSE_EQ|INE997C01015,Non Banking Financial Company (NBFC),Finance
GILADAFINS,Gilada Finance & Investments Ltd.,2,BSE_EQ|INE918C01029,Non Banking Financial Company (NBFC),Finance
JETINFRA,Jet Infraventure Limited,2,BSE_EQ|INE155R01018,Residential- Commercial Projects,Realty
SAPPL,Shree Ajit Pulp And Paper Ltd,2,BSE_EQ|INE185C01017,Paper & Paper Products,"Paper, Forest & Jute Products"
AANCHALISP,Aanchal Ispat Limited,2,BSE_EQ|INE322R01014,Iron & Steel Products,Industrial Products
CAPPIPES,Captain Pipes Limited,2,BSE_EQ|INE513R01026,Plastic Products - Industrial,Industrial Products
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,2,BSE_EQ|INE891N01017,Civil Construction,Construction
JMJFIN,JMJ Fintech Limited,2,BSE_EQ|INE242Q01016,Non Banking Financial Company (NBFC),Finance
INTELLECT,INTELLECT DESIGN ARENA LIMITED,2,BSE_EQ|INE306R01017,Computers - Software & Consulting,IT - Software
MONTECARLO,Monte Carlo Fashions Limited,2,BSE_EQ|INE950M01013,Garments & Apparels,Textiles & Apparels
JSTL,Jeevan Scientific Technology Limited,2,BSE_EQ|INE237B01018,Healthcare Research- Analytics & Technology,Healthcare Services
ICL,Indo Cotspin Limited,2,BSE_EQ|INE407P01017,Other Textile Products,Textiles & Apparels
SCC,Scintilla Commercial & Credit  Limited,2,BSE_EQ|INE892C01018,Non Banking Financial Company (NBFC),Finance
PANAFIC,PANAFIC INDUSTRIALS LTD,2,BSE_EQ|INE655P01029,Non Banking Financial Company (NBFC),Finance
MYMONEY,My Money Securities Ltd.,2,BSE_EQ|INE232L01018,Stockbroking & Allied,Capital Markets
AMARNATH,SRI AMARNATH FINANCE LIMITED,2,BSE_EQ|INE985Q01010,Non Banking Financial Company (NBFC),Finance
CSL,Continental Securities Limited,2,BSE_EQ|INE183Q01020,Non Banking Financial Company (NBFC),Finance
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED,2,BSE_EQ|INE370Q01015,Other Financial Services,Finance
SELLWIN,SELLWIN TRADERS LIMITED,2,BSE_EQ|INE195F01019,Diversified Commercial Services,Commercial Services & Supplies
GALADAFIN,Galada Finance Limited,2,BSE_EQ|INE243E01010,Non Banking Financial Company (NBFC),Finance
EMERALD,Emerald Finance Limited,2,BSE_EQ|INE030Q01015,Non Banking Financial Company (NBFC),Finance
MKEXIM,M. K. Exim (India) Ltd.,2,BSE_EQ|INE227F01010,Distributors,Retailing
MCLOUD,MAGELLANIC CLOUD LIMITED,2,BSE_EQ|INE613C01026,Computers - Software & Consulting,IT - Software
OCTAL,Octal Credit Capital Ltd.,2,BSE_EQ|INE513C01010,Non Banking Financial Company (NBFC),Finance
MIHIKA,Mihika Industries Ltd.,2,BSE_EQ|INE779Q01017,Trading & Distributors,Commercial Services & Supplies
KANCHI,Kanchi Karpooram Ltd.,2,BSE_EQ|INE081G01019,Commodity Chemicals,Chemicals & Petrochemicals
DTIL,Dhunseri Tea & Industries Ltd,2,BSE_EQ|INE341R01014,Tea & Coffee,Agricultural Food & other Products
VANICOM,Vani Commercials Limited,2,BSE_EQ|INE661Q01017,Non Banking Financial Company (NBFC),Finance
SKILVEN,SKYLINE VENTURES INDIA  LIMITED,2,BSE_EQ|INE055Q01012,Residential- Commercial Projects,Realty
VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,2,BSE_EQ|INE498Q01014,Trading & Distributors,Commercial Services & Supplies
RAFL,Raghuvansh Agrofarms Limited,2,BSE_EQ|INE865P01016,Other Agricultural Products,Agricultural Food & other Products
COSYN,COSYN Limited,2,BSE_EQ|INE029B01019,Software Products,IT - Software
SOFCOM,SOFCOM SYSTEMS LIMITED,2,BSE_EQ|INE499Q01012,Computers - Software & Consulting,IT - Software
NAPL,Naturite Agro Products Limited,2,BSE_EQ|INE223R01014,Other Agricultural Products,Agricultural Food & other Products
KARNAVATI,Karnavati Finance Limited,2,BSE_EQ|INE554R01020,Non Banking Financial Company (NBFC),Finance
ABHIFIN,Abhishek Finlease limited,2,BSE_EQ|INE723C01015,Consulting Services,Commercial Services & Supplies
MERCANTILE,Mercantile Ventures Limited,2,BSE_EQ|INE689O01013,Diversified Commercial Services,Commercial Services & Supplies
SONAL,Sonal Mercantile Limited,2,BSE_EQ|INE321M01017,Non Banking Financial Company (NBFC),Finance
ALFL,Abhinav Leasing & Finance Limited,2,BSE_EQ|INE211D01027,Non Banking Financial Company (NBFC),Finance
GENUSPAPER,GENUS PAPER & BOARDS LIMITED,2,BSE_EQ|INE949P01018,Paper & Paper Products,"Paper, Forest & Jute Products"
MINDACORP,Minda Corporation Limited,2,BSE_EQ|INE842C01021,Auto Components & Equipments,Auto Components
MERCURYLAB,Mercury Laboratories Limited,2,BSE_EQ|INE947G01011,Pharmaceuticals,Pharmaceuticals & Biotechnology
CONCORD,Concord Drugs Limited,2,BSE_EQ|INE858L01010,Pharmaceuticals,Pharmaceuticals & Biotechnology
WARDINMOBI,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,2,BSE_EQ|INE945P01024,2/3 Wheelers,Automobiles
SHREESEC,Shree Securities Ltd.,2,BSE_EQ|INE397C01026,Non Banking Financial Company (NBFC),Finance
GREENLAM,Greenlam Industries Ltd,2,BSE_EQ|INE544R01021,Plywood Boards/ Laminates,Consumer Durables
TALBROSENG,TALBROS ENGINEERING LIMITED,2,BSE_EQ|INE717E01013,Auto Components & Equipments,Auto Components
SAPL,Sar  Auto Products Limited,2,BSE_EQ|INE002E01010,Auto Components & Equipments,Auto Components
PUROHITCON,Purohit Construction Limited,2,BSE_EQ|INE147J01012,Residential- Commercial Projects,Realty
JAYATMA,JAYATMA ENTERPRISES LIMITED,2,BSE_EQ|INE246D01015,Diversified Commercial Services,Commercial Services & Supplies
PTCIL,PTC Industries Ltd.,2,BSE_EQ|INE596F01018,Other Industrial Products,Industrial Products
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIMITED,2,BSE_EQ|INE777O01016,Trading - Metals,Metals & Minerals Trading
MEGRISOFT,Megri Soft Limited,2,BSE_EQ|INE756R01013,Data Processing Services,Commercial Services & Supplies
GITARENEW,GITA RENEWABLE ENERGY LIMITED,2,BSE_EQ|INE776O01018,Power Generation,Power
NEIL,Neil Industries Ltd.,2,BSE_EQ|INE396C01010,Non Banking Financial Company (NBFC),Finance
STARHFL,STAR HOUSING FINANCE LIMITED,2,BSE_EQ|INE526R01028,Housing Finance Company,Finance
BEEKAY,Beekay Steel Industries Ltd.,2,BSE_EQ|INE213D01015,Iron & Steel Products,Industrial Products
SSPNFIN,SSPN Finance Limited,2,BSE_EQ|INE820R01017,Other Financial Services,Finance
SETFBSE100,SBI Mutual Fund,2,BSE_EQ|INF200KA1572, ,-
FRASER,Fraser And Company Limited,2,BSE_EQ|INE184Q01010,Trading & Distributors,Commercial Services & Supplies
TTIL,Tirupati Tyres Ltd.,2,BSE_EQ|INE812Q01016,Tyres & Rubber Products,Auto Components
GANVERSE,GANESHA ECOVERSE LIMITED,2,BSE_EQ|INE369Q01017,Trading & Distributors,Commercial Services & Supplies
AGIIL,AGI Infra Limited,2,BSE_EQ|INE976R01017,Residential- Commercial Projects,Realty
MANAKSTEEL,Manaksia Steels Limited,2,BSE_EQ|INE824Q01011,Iron & Steel,Ferrous Metals
MANAKALUCO,Manaksia Aluminium Company Ltd,2,BSE_EQ|INE859Q01017,Aluminium,Non - Ferrous Metals
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,2,BSE_EQ|INE830Q01018,Iron & Steel Products,Industrial Products
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,2,BSE_EQ|INE172N01012,Amusement Parks/ Other Recreation,Leisure Services
INOXWIND,Inox Wind Limited,2,BSE_EQ|INE066P01011,Heavy Electrical Equipment,Electrical Equipment
RAJPUTANA,Rajputana Investment and Finance Ltd.,2,BSE_EQ|INE751R01014,Non Banking Financial Company (NBFC),Finance
CITL,Consecutive Investments & Trading Company Limited,2,BSE_EQ|INE187R01011,Investment Company,Finance
AANANDALAK,Aananda Lakshmi Spinning Mills Limited,2,BSE_EQ|INE197R01010,Other Textile Products,Textiles & Apparels
URSUGAR,UR SUGAR INDUSTRIES LIMITED,2,BSE_EQ|INE904R01027,Trading & Distributors,Commercial Services & Supplies
FILTRA,Filtra Consultants and Engineers Limited,2,BSE_EQ|INE541R01019,Other Utilities,Other Utilities
ATHCON,Athena Constructions Limited,2,BSE_EQ|INE291R01011,Residential- Commercial Projects,Realty
NORTHLINK,Northlink Fiscal And Capital Services Ltd.,2,BSE_EQ|INE736P01019,Non Banking Financial Company (NBFC),Finance
SHESHAINDS,SHESHADRI INDUSTRIES LIMITED,2,BSE_EQ|INE193R01019,Other Textile Products,Textiles & Apparels
SAB,SAB INDUSTRIES LIMITED,2,BSE_EQ|INE137M01017,Civil Construction,Construction
PML,Paul Merchants Ltd.,2,BSE_EQ|INE291E01019,Other Financial Services,Finance
ALAN SCOTT,Alan Scott Industries Ltd.,2,BSE_EQ|INE273F01022,Film Production- Distribution & Exhibition,Entertainment
OPCHAINS,O. P. Chains Limited,2,BSE_EQ|INE118Q01018,Trading & Distributors,Commercial Services & Supplies
SUJALA,Sujala Trading & Holdings Ltd.,2,BSE_EQ|INE029H01016,Non Banking Financial Company (NBFC),Finance
VRLLOG,VRL Logistics Limited,2,BSE_EQ|INE366I01010,Logistics Solution Provider,Transport Services
JAINMARMO,Jain Marmo Industries Ltd.,2,BSE_EQ|INE780Q01015,Other Construction Materials,Other Construction Materials
BFFL,Bangalore Fort Farms Limited,2,BSE_EQ|INE578R01011,Jute & Jute Products,"Paper, Forest & Jute Products"
PALCO,Palco Metals Limited,2,BSE_EQ|INE239L01013,Aluminium,Non - Ferrous Metals
VBIND,V B INDUSTRIES LIMITED,2,BSE_EQ|INE334E01017,Investment Company,Finance
SARVOTTAM,Sarvottam Finvest Limited,2,BSE_EQ|INE822Q01015,Non Banking Financial Company (NBFC),Finance
WARDWIZFBL,Wardwizard Foods and Beverages Limited,2,BSE_EQ|INE761D01021,Other Food Products,Food Products
UFO,UFO Moviez India Limited,2,BSE_EQ|INE527H01019,Film Production- Distribution & Exhibition,Entertainment
PANTH,PANTH INFINITY LIMITED,2,BSE_EQ|INE945O01019,Diversified,Diversified
SHIVALIK,Shivalik Rasayan Ltd.,2,BSE_EQ|INE788J01021,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
ICSL,Integrated Capital Services Ltd,2,BSE_EQ|INE682B01023,Consulting Services,Commercial Services & Supplies
PNCINFRA,PNC Infratech Limited,2,BSE_EQ|INE195J01029,Civil Construction,Construction
ARFIN,Arfin India Limited,2,BSE_EQ|INE784R01023,Aluminium,Non - Ferrous Metals
VLL,Virat Leasing Limited,2,BSE_EQ|INE347L01014,Non Banking Financial Company (NBFC),Finance
HELPAGE,Helpage Finlease Ltd.,2,BSE_EQ|INE738P01015,Non Banking Financial Company (NBFC),Finance
INDRAIND,Indra Industries Ltd.,2,BSE_EQ|INE924N01016,Fertilizers,Fertilizers & Agrochemicals
HAWAENG,Hawa Engineers ltd.,2,BSE_EQ|INE230I01018,Industrial Products,Industrial Manufacturing
AIIL,Authum Investment & Infrastructure Limited,2,BSE_EQ|INE206F01022,Non Banking Financial Company (NBFC),Finance
ADHBHUTIN,Adhbhut Infrastructure Ltd.,2,BSE_EQ|INE578L01014,Residential- Commercial Projects,Realty
DFL,Decillion Finance Ltd.,2,BSE_EQ|INE848N01017,Non Banking Financial Company (NBFC),Finance
POEL,POCL ENTERPRISES LTD,2,BSE_EQ|INE035S01010,Commodity Chemicals,Chemicals & Petrochemicals
AEL,Amba Enterprises Ltd.,2,BSE_EQ|INE829P01020,Other Electrical Equipment,Electrical Equipment
CAPFIN,Capfin India Limited,2,BSE_EQ|INE960C01013,Other Financial Services,Finance
SGFIN,SG FINSERVE LIMITED,2,BSE_EQ|INE618R01015,Non Banking Financial Company (NBFC),Finance
SATIA,SATIA INDUSTRIES LIMITED,2,BSE_EQ|INE170E01023,Paper & Paper Products,"Paper, Forest & Jute Products"
GVBL,GENOMIC VALLEY BIOTECH LIMITED,2,BSE_EQ|INE574D01010,Biotechnology,Pharmaceuticals & Biotechnology
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMITED,2,BSE_EQ|INE653S01028,Garments & Apparels,Textiles & Apparels
SRESTHA,Srestha Finvest Limited,2,BSE_EQ|INE606K01023,Investment Company,Finance
SAUMYA,Saumya Consultants Ltd.,2,BSE_EQ|INE563C01015,Non Banking Financial Company (NBFC),Finance
MUL,MAURIA UDYOG LIMITED,2,BSE_EQ|INE150D01027,Other Industrial Products,Industrial Products
MISHKA,Mishka Exim Limited,2,BSE_EQ|INE540S01019,Gems- Jewellery And Watches,Consumer Durables
SPORTKING,Sportking India Ltd.,2,BSE_EQ|INE885H01011,Other Textile Products,Textiles & Apparels
GROWINGTON,GROWINGTON VENTURES INDIA LIMITED,2,BSE_EQ|INE451S01027,Trading & Distributors,Commercial Services & Supplies
HCKKVENTURE,HCKK Ventures Limited,2,BSE_EQ|INE345Q01017,Diversified,Diversified
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LIMITED,2,BSE_EQ|INE027T01023,Iron & Steel Products,Industrial Products
LOYAL,Loyal Equipments Limited,2,BSE_EQ|INE876S01017,Industrial Products,Industrial Manufacturing
GGPL,Gala Global Products Limited,2,BSE_EQ|INE480S01026,Stationary,Household Products
CHEMIESYNT,Chemiesynth (Vapi) Limited,2,BSE_EQ|INE829R01018,Specialty Chemicals,Chemicals & Petrochemicals
BALKRISHNA,Balkrishna Paper Mills Ltd,2,BSE_EQ|INE875R01011,Paper & Paper Products,"Paper, Forest & Jute Products"
SHYAMCENT,Shyam Century Ferrous Limited,2,BSE_EQ|INE979R01011,Ferro & Silica Manganese,Ferrous Metals
SURYAINDIA,Surya India Limited,2,BSE_EQ|INE446E01019,Non Banking Financial Company (NBFC),Finance
ADANIENSOL,Adani Energy Solutions Limited,2,BSE_EQ|INE931S01010,Power Distribution,Power
STARDELTA,STAR DELTA TRANSFORMERS LIMITED,2,BSE_EQ|INE541K01014,Heavy Electrical Equipment,Electrical Equipment
AMRAFIN,Amrapali Fincap Limited,2,BSE_EQ|INE990S01016,Investment Company,Finance
SAMSRITA,SAMSRITA LABS LIMITED,2,BSE_EQ|INE579N01018,Healthcare Service Provider,Healthcare Services
SYNGENE,Syngene International Limited,2,BSE_EQ|INE398R01022,Healthcare Research- Analytics & Technology,Healthcare Services
PECOS,PECOS Hotels And Pubs Limited,2,BSE_EQ|INE484S01010,Restaurants,Leisure Services
MSL,Mangalam Seeds Limited,2,BSE_EQ|INE829S01016,Other Agricultural Products,Agricultural Food & other Products
KAYA,Kaya Limited,2,BSE_EQ|INE587G01015,Wellness,Leisure Services
ALSTONE,Alstone Textiles (India) Limited,2,BSE_EQ|INE184S01024,Distributors,Retailing
SYMBIOX,Symbiox Investment & Trading Co. Ltd.,2,BSE_EQ|INE653R01012,Other Financial Services,Finance
ORTINLAB,Ortin Laboratories Limited,2,BSE_EQ|INE749B01020,Pharmaceuticals,Pharmaceuticals & Biotechnology
AVI,Avi Polymers Ltd.,2,BSE_EQ|INE897N01014,Specialty Chemicals,Chemicals & Petrochemicals
AURUM, Aurum PropTech Limited,2,BSE_EQ|INE898S01029,IT Enabled Services,IT - Services
OSWALGREEN,Oswal Greentech Limited,2,BSE_EQ|INE143A01010,Investment Company,Finance
VASUDHAGAM,Vasudhagama Enterprises Limited,2,BSE_EQ|INE583K01016,Other Agricultural Products,Agricultural Food & other Products
AKSPINTEX,A.K. Spintex Ltd.,2,BSE_EQ|INE671K01019,Other Textile Products,Textiles & Apparels
ARVSMART,Arvind SmartSpaces Limited,2,BSE_EQ|INE034S01021,Residential- Commercial Projects,Realty
POWERMECH,Power Mech Projects Limited,2,BSE_EQ|INE211R01019,Civil Construction,Construction
RAMASTEEL,Rama Steel Tubes Limited,2,BSE_EQ|INE230R01035,Iron & Steel Products,Industrial Products
THINKINK,THINKINK PICTUREZ LIMITED,2,BSE_EQ|INE365S01045,Advertising & Media Agencies,Media
UTISENSETF,UTI Mutual Fund,2,BSE_EQ|INF789FB1X58, ,-
UTINIFTETF,UTI Mutual Fund,2,BSE_EQ|INF789F1AZC0, ,-
UNIAUTO,Universal Autofoundry Limited,2,BSE_EQ|INE203T01012,Auto Components & Equipments,Auto Components
VETO,VETO SWITCHGEARS AND CABLES LIMITED,2,BSE_EQ|INE918N01018,Consumer Electronics,Consumer Durables
NAVKARCORP,Navkar Corporation Limited,2,BSE_EQ|INE278M01019,Logistics Solution Provider,Transport Services
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,2,BSE_EQ|INE712K01011,Dyes And Pigments,Chemicals & Petrochemicals
GUJGASLTD,Gujarat Gas Limited,2,BSE_EQ|INE844O01030,LPG/CNG/PNG/LNG Supplier,Gas
WAAREE,WAAREE TECHNOLOGIES LIMITED ,2,BSE_EQ|INE725P01012,Power Generation,Power
SADBHIN,Sadbhav Infrastructure Project Limited,2,BSE_EQ|INE764L01010,Civil Construction,Construction
SALAUTO,SAL AUTOMOTIVE LIMITED,2,BSE_EQ|INE724G01014,Auto Components & Equipments,Auto Components
POLYSPIN,POLYSPIN EXPORTS LIMITED,2,BSE_EQ|INE914G01029,Packaging,Industrial Products
PRITIKAUTO,Pritika Auto Industries Limited,2,BSE_EQ|INE583R01029,Auto Components & Equipments,Auto Components
SML,Soni Medicare Limited,2,BSE_EQ|INE848R01018,Hospital,Healthcare Services
MINFY,Mahaveer Infoway Limited,2,BSE_EQ|INE019D01016,Computers - Software & Consulting,IT - Software
KRISHNACAP,Krishna Capital And Securities Limited,2,BSE_EQ|INE897B01019,Non Banking Financial Company (NBFC),Finance
ACME,Acme Resources Limited,2,BSE_EQ|INE636B01011,Non Banking Financial Company (NBFC),Finance
KCL,Kabra Commercial Limited,2,BSE_EQ|INE926E01010,Trading Coal,Consumable Fuels
VISHALBL,Vishal Bearings Limited,2,BSE_EQ|INE060T01024,Auto Components & Equipments,Auto Components
BELLACASA,Bella Casa Fashion & Retail Limited,2,BSE_EQ|INE344T01014,Garments & Apparels,Textiles & Apparels
MALLCOM,MALLCOM (INDIA) LTD.,2,BSE_EQ|INE389C01015,Other Industrial Products,Industrial Products
PJL,Patdiam Jewellery Limited,2,BSE_EQ|INE473T01011,Gems- Jewellery And Watches,Consumer Durables
NAKSH,Naksh Precious Metals Limited,2,BSE_EQ|INE256S01012,Auto -Dealer,Automobiles
SATIN,SATIN CREDITCARE NETWORK LIMITED,2,BSE_EQ|INE836B01017,Microfinance Institutions,Finance
DITCO,Decorous Investment and Trading Co. Ltd.,2,BSE_EQ|INE183R01010,Gems- Jewellery And Watches,Consumer Durables
SWAGTAM,Swagtam Trading & Services Limited,2,BSE_EQ|INE150R01019,Trading & Distributors,Commercial Services & Supplies
GENCON,Generic Engineering Construction and Projects Limited,2,BSE_EQ|INE854S01022,Residential- Commercial Projects,Realty
KUBERJI,Kuber Udyog Limited,2,BSE_EQ|INE594R01018,Non Banking Financial Company (NBFC),Finance
NEERAJ,NEERAJ PAPER MARKETING LIMITED,2,BSE_EQ|INE894J01019,Trading & Distributors,Commercial Services & Supplies
TEJNAKSH,Tejnaksh Healthcare Limited,2,BSE_EQ|INE030T01027,Healthcare Service Provider,Healthcare Services
BRIPORT,Brilliant Portfolios Ltd.,2,BSE_EQ|INE661F01010,Non Banking Financial Company (NBFC),Finance
RFSL,Richfield Financial Services Ltd.,2,BSE_EQ|INE201C01012,Other Financial Services,Finance
COFFEEDAY,Coffee Day Enterprises Limited,2,BSE_EQ|INE335K01011,Restaurants,Leisure Services
IDFCFIRSTB,IDFC FIRST BANK LIMITED,2,BSE_EQ|INE092T01019,Private Sector Bank,Banks
INDIGO,InterGlobe Aviation Limited,2,BSE_EQ|INE646L01027,Airline,Transport Services
IGCIL,IGC Industries Limited,2,BSE_EQ|INE099S01016,Trading & Distributors,Commercial Services & Supplies
SHK,S H Kelkar and Company Limited,2,BSE_EQ|INE500L01026,Specialty Chemicals,Chemicals & Petrochemicals
TFSL,Typhoon Financial Services Limited,2,BSE_EQ|INE761R01013,Non Banking Financial Company (NBFC),Finance
PANORAMA,PANORAMA STUDIOS INTERNATIONAL LIMITED ,2,BSE_EQ|INE258R01028,Film Production- Distribution & Exhibition,Entertainment
SHREEGANES,Shree Ganesh Biotech (India) Limited,2,BSE_EQ|INE051N01026,Biotechnology,Pharmaceuticals & Biotechnology
GTV,GTV Engineering Limited,2,BSE_EQ|INE910R01016,Industrial Products,Industrial Manufacturing
LICNETFN50,LIC Mutual Fund,2,BSE_EQ|INF767K01OS7, ,-
LICNETFSEN,LIC Mutual Fund,2,BSE_EQ|INF767K01OT5, ,-
TFLL,Tirupati Fin-Lease Ltd.,2,BSE_EQ|INE027S01017,Investment Company,Finance
GARBIFIN,Garbi Finvest Limited,2,BSE_EQ|INE721C01019,Non Banking Financial Company (NBFC),Finance
SMARTFIN,Smart Finsec Limited,2,BSE_EQ|INE766D01020,Non Banking Financial Company (NBFC),Finance
RAJKOTINV,Rajkot Investment Trust Limited,2,BSE_EQ|INE176R01014,Non Banking Financial Company (NBFC),Finance
ADCON,Adcon Capital Services Limited,2,BSE_EQ|INE805Q01028,Non Banking Financial Company (NBFC),Finance
QUINT,Quint Digital Limited,2,BSE_EQ|INE641R01017,Electronic Media,Media
HDFCNIFTY,HDFC Mutual Fund,2,BSE_EQ|INF179KC1965, ,-
HDFCSENSEX,HDFC Mutual Fund,2,BSE_EQ|INF179KC1HX2, ,-
UDAYJEW,Uday Jewellery Industries Limited.,2,BSE_EQ|INE551B01012,Gems- Jewellery And Watches,Consumer Durables
MAYUKH,Mayukh Dealtrade Limited,2,BSE_EQ|INE280E01020,Distributors,Retailing
NAVIGANT,Navigant Corporate Advisors Limited,2,BSE_EQ|INE364T01012,Other Financial Services,Finance
GROVY,Grovy India Limited,2,BSE_EQ|INE343C01012,Residential- Commercial Projects,Realty
ALKEM,Alkem Laboratories Limited,2,BSE_EQ|INE540L01014,Pharmaceuticals,Pharmaceuticals & Biotechnology
LALPATHLAB,Dr. Lal Pathlabs Limited,2,BSE_EQ|INE600L01024,Healthcare Service Provider,Healthcare Services
SCTL,Suncare Traders Limited,2,BSE_EQ|INE452S01025,Trading & Distributors,Commercial Services & Supplies
CREATIVE,Creative Castings Limited,2,BSE_EQ|INE146E01015,Castings & Forgings,Industrial Products
AAYUSH,AAYUSH WELLNESS LIMITED,2,BSE_EQ|INE430R01023,Packaged Foods,Food Products
