Symbol,Name,Exchange,instrument_key,industry,sector
EMAMIREAL,EMAMI REALTY LIMITED,2,BSE_EQ|INE778K01012,Residential- Commercial Projects,Realty
AHLEAST,Asian Hotels (East) Limited,2,BSE_EQ|INE926K01017,Hotels & Resorts,Leisure Services
BAJAJCON,BAJAJ CONSUMER CARE LIMITED,2,BSE_EQ|INE933K01021,Personal Care,Personal Products
PRAKASHSTL,Prakash Steelage Limited,2,BSE_EQ|INE696K01024,Iron & Steel Products,Industrial Products
GPPL,Gujarat Pipavav Port Limited,2,BSE_EQ|INE517F01014,Port & Port services,Transport Infrastructure
WELINV,Welspun Investments and Commercials Ltd.,2,BSE_EQ|INE389K01018,Investment Company,Finance
SASTASUNDR,Sastasundar Ventures Limited,2,BSE_EQ|INE019J01013,Healthcare Service Provider,Healthcare Services
CAREERP,Career Point Limited,2,BSE_EQ|INE521J01018,Education,Other Consumer Services
EROSMEDIA,Eros International Media Limited,2,BSE_EQ|INE416L01017,Film Production- Distribution & Exhibition,Entertainment
RAMKY,Ramky Infrastructure Limited,2,BSE_EQ|INE874I01013,Civil Construction,Construction
GREENPOWER,Orient Green Power Company Limited,2,BSE_EQ|INE999K01014,Power Generation,Power
CANTABIL,CANTABIL RETAIL INDIA LIMITED,2,BSE_EQ|INE068L01024,Garments & Apparels,Textiles & Apparels
SEATV,SEA TV Network Limited,2,BSE_EQ|INE351L01016,TV Broadcasting & Software Production,Entertainment
WABAG,VA Tech Wabag Limited,2,BSE_EQ|INE956G01038,Water Supply & Management,Other Utilities
BEDMUTHA,Bedmutha Industries Limited,2,BSE_EQ|INE844K01012,Iron & Steel Products,Industrial Products
ASHOKA,Ashoka Buildcon Limited,2,BSE_EQ|INE442H01029,Civil Construction,Construction
JWL,JUPITER WAGONS LIMITED,2,BSE_EQ|INE209L01016,Railway Wagons,Industrial Manufacturing
OBEROIRLTY,OBEROI REALTY LIMITED,2,BSE_EQ|INE093I01010,Residential- Commercial Projects,Realty
PRESTIGE,Prestige Estates Projects Limited,2,BSE_EQ|INE811K01011,Residential- Commercial Projects,Realty
SHAH,SHAH METACORP LIMITED,2,BSE_EQ|INE482J01021,Iron & Steel Products,Industrial Products
COALINDIA,Coal India Limited,2,BSE_EQ|INE522F01014,Coal,Consumable Fuels
GRAVITA,GRAVITA INDIA LIMITED,2,BSE_EQ|INE024L01027,Industrial Minerals,Minerals & Mining
RPPINFRA,RPP INFRA PROJECTS LIMITED,2,BSE_EQ|INE324L01013,Civil Construction,Construction
RDBRIL,RDB Realty & Infrastructure Limited,2,BSE_EQ|INE245L01010,Residential- Commercial Projects,Realty
MOIL,MOIL Limited,2,BSE_EQ|INE490G01020,Industrial Minerals,Minerals & Mining
ZEELEARN,ZEE LEARN LIMITED,2,BSE_EQ|INE565L01011,Education,Other Consumer Services
KTIL,Kesar Terminals & Infrastructure Limited,2,BSE_EQ|INE096L01025,Logistics Solution Provider,Transport Services
A2ZINFRA,A2Z Infra Engineering Limited,2,BSE_EQ|INE619I01012,Civil Construction,Construction
KIRLOSENG,Kirloskar Oil Engines Limited,2,BSE_EQ|INE146L01010,Compressors- Pumps & Diesel Engines,Industrial Products
RKDL,Ravi Kumar Distilleries Limited,2,BSE_EQ|INE722J01012,Breweries & Distilleries,Beverages
PSB,PUNJAB & SIND BANK,2,BSE_EQ|INE608A01012,Public Sector Bank,Banks
FMNL,Future Market Networks Limited,2,BSE_EQ|INE360L01017,Diversified Commercial Services,Commercial Services & Supplies
SURANASOL,Surana Solar Limited,2,BSE_EQ|INE272L01022,Heavy Electrical Equipment,Electrical Equipment
KICL,Kalyani Investment Company Limited,2,BSE_EQ|INE029L01018,Investment Company,Finance
BFINVEST,BF Investment Limited,2,BSE_EQ|INE878K01010,Holding Company,Finance
SUMMITSEC,SUMMIT SECURITIES LTD.,2,BSE_EQ|INE519C01017,Investment Company,Finance
INOVSYNTH,Innovassynth Investments Limited,2,BSE_EQ|INE690J01011,Investment Company,Finance
STEL,STEL Holdings Limited,2,BSE_EQ|INE577L01016,Investment Company,Finance
JUBLINDS,Jubilant Industries Limited,2,BSE_EQ|INE645L01011,Specialty Chemicals,Chemicals & Petrochemicals
TEXRAIL,Texmaco Rail & Engineering Limited,2,BSE_EQ|INE621L01012,Industrial Products,Industrial Manufacturing
INDTERRAIN,Indian Terrain Fashions Limited,2,BSE_EQ|INE611L01021,Garments & Apparels,Textiles & Apparels
FCL,Fineotex Chemical Limited,2,BSE_EQ|INE045J01026,Specialty Chemicals,Chemicals & Petrochemicals
DHUNINV,Dhunseri Investments Ltd,2,BSE_EQ|INE320L01011,Investment Company,Finance
ZENTEC,Zen Technologies Ltd.,2,BSE_EQ|INE251B01027,Aerospace & Defense,Aerospace & Defense
LOVABLE,Lovable Lingerie Limited,2,BSE_EQ|INE597L01014,Garments & Apparels,Textiles & Apparels
PFS,PTC India Financial Services Limited,2,BSE_EQ|INE560K01014,Non Banking Financial Company (NBFC),Finance
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,2,BSE_EQ|INE414G01012,Non Banking Financial Company (NBFC),Finance
CNOVAPETRO,CIL Nova Petrochemicals Limited,2,BSE_EQ|INE672K01025,Other Textile Products,Textiles & Apparels
VMS,VMS INDUSTRIES LIMITED,2,BSE_EQ|INE932K01015,Port & Port services,Transport Infrastructure
KARMAENG,Karma Energy Limited,2,BSE_EQ|INE725L01011,Power Generation,Power
DELPHIFX,DELPHI WORLD MONEY LIMITED,2,BSE_EQ|INE726L01019,Other Financial Services,Finance
RUSHIL,Rushil Decor Limited,2,BSE_EQ|INE573K01025,Plywood Boards/ Laminates,Consumer Durables
ENKEIWHEL,Enkei wheels (India) Limited,2,BSE_EQ|INE130L01014,Auto Components & Equipments,Auto Components
KRIDHANINF,Kridhan Infra Limited,2,BSE_EQ|INE524L01026,Civil Construction,Construction
INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED,2,BSE_EQ|INE878H01024,Stockbroking & Allied,Capital Markets
LTF,L&T Finance Limited,2,BSE_EQ|INE498L01015,Investment Company,Finance
YAARI,Yaari Digital Integrated Services Ltd,2,BSE_EQ|INE126M01010,Diversified Commercial Services,Commercial Services & Supplies
TREEHOUSE,Tree House Education & Accessories Limited,2,BSE_EQ|INE040M01013,Education,Other Consumer Services
BROOKS,BROOKS LABORATORIES LIMITED,2,BSE_EQ|INE650L01011,Pharmaceuticals,Pharmaceuticals & Biotechnology
RUPA,RUPA & COMPANY LIMITED,2,BSE_EQ|INE895B01021,Garments & Apparels,Textiles & Apparels
TDPOWERSYS,TD Power Systems Ltd,2,BSE_EQ|INE419M01027,Heavy Electrical Equipment,Electrical Equipment
APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,2,BSE_EQ|INE901L01018,Pharmaceuticals,Pharmaceuticals & Biotechnology
VASWANI,Vaswani Industries Limited,2,BSE_EQ|INE590L01019,Sponge Iron,Ferrous Metals
PGEL,PG Electroplast Limited,2,BSE_EQ|INE457L01029,Consumer Electronics,Consumer Durables
LESHAIND,Lesha Industries Limited,2,BSE_EQ|INE050L01048,Trading & Distributors,Commercial Services & Supplies
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIMITED,2,BSE_EQ|INE023M01027,Civil Construction,Construction
RDBRL,RDB Rasayans Limited,2,BSE_EQ|INE123M01017,Packaging,Industrial Products
TIJARIA,TIJARIA POLYPIPES LIMITED,2,BSE_EQ|INE440L01017,Plastic Products - Industrial,Industrial Products
ONELIFECAP,Onelife Capital Advisors Ltd,2,BSE_EQ|INE912L01015,Stockbroking & Allied,Capital Markets
FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,2,BSE_EQ|INE060J01017,Other Textile Products,Textiles & Apparels
TRITURBINE,Triveni Turbine Limited,2,BSE_EQ|INE152M01016,Heavy Electrical Equipment,Electrical Equipment
INDOTHAI,Indo Thai Securities Limited,2,BSE_EQ|INE337M01013,Stockbroking & Allied,Capital Markets
ESSARSHPNG,Essar Shipping Ltd,2,BSE_EQ|INE122M01019,Shipping,Transport Services
APLAPOLLO,APL Apollo Tubes Limited,2,BSE_EQ|INE702C01027,Iron & Steel Products,Industrial Products
GPTINFRA,GPT Infraprojects limited,2,BSE_EQ|INE390G01014,Civil Construction,Construction
FERVENTSYN,Fervent Synergies Limited,2,BSE_EQ|INE258M01011,Trading & Distributors,Commercial Services & Supplies
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,2,BSE_EQ|INE480M01011,Garments & Apparels,Textiles & Apparels
TERASOFT,Tera Software Ltd.,2,BSE_EQ|INE482B01010,IT Enabled Services,IT - Services
PMCFIN,PMC Fincorp Limited,2,BSE_EQ|INE793G01035,Non Banking Financial Company (NBFC),Finance
FUTSOL,Futuristic Solutions Ltd.,2,BSE_EQ|INE241F01011,Other Financial Services,Finance
AIML,Alliance Integrated Metaliks Limited,2,BSE_EQ|INE123D01024,Iron & Steel Products,Industrial Products
RHIM,RHI MAGNESITA INDIA LIMITED,2,BSE_EQ|INE743M01012,Electrodes & Refractories,Industrial Products
MCX,Multi Commodity Exchange of India Ltd,2,BSE_EQ|INE745G01035,Exchange and Data Platform,Capital Markets
PYXISFIN,Pyxis Finvest Limited,2,BSE_EQ|INE883L01018,Non Banking Financial Company (NBFC),Finance
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,2,BSE_EQ|INE839M01018,Heavy Electrical Equipment,Electrical Equipment
OLPCL,Olympic Cards Limited,2,BSE_EQ|INE550L01013,Leisure Products,Consumer Durables
NBCC,NBCC (India) Limited,2,BSE_EQ|INE095N01031,Civil Construction,Construction
MTEDUCARE,MT EDUCARE LIMITED,2,BSE_EQ|INE472M01018,Education,Other Consumer Services
HEXATRADEX,Hexa Tradex Limited,2,BSE_EQ|INE750M01017,Investment Company,Finance
MAXHEIGHTS,Maxheights Infrastructure Limited,2,BSE_EQ|INE393F01010,Residential- Commercial Projects,Realty
TBZ,Tribhovandas Bhimji Zaveri Limited,2,BSE_EQ|INE760L01018,Gems- Jewellery And Watches,Consumer Durables
VSSL,Vardhman Special Steels Ltd,2,BSE_EQ|INE050M01012,Iron & Steel Products,Industrial Products
LOOKS,Looks Health Services Limited,2,BSE_EQ|INE204N01013,Healthcare Service Provider,Healthcare Services
SPECIALITY,Speciality Restaurants Limited,2,BSE_EQ|INE247M01014,Restaurants,Leisure Services
LYPSAGEMS,Lypsa Gems & Jewellery Limited,2,BSE_EQ|INE142K01011,Gems- Jewellery And Watches,Consumer Durables
RTNINDIA,RATTANINDIA ENTERPRISES LIMITED,2,BSE_EQ|INE834M01019,E-Retail/ E-Commerce,Retailing
SAMPANN,Sampann Utpadan India Limited,2,BSE_EQ|INE735M01018,Rubber,Industrial Products
JTLIND,JTL INDUSTRIES LIMITED,2,BSE_EQ|INE391J01024,Iron & Steel Products,Industrial Products
AMTL,ADVANCE METERING TECHNOLOGY LIMITED,2,BSE_EQ|INE436N01029,Power Generation,Power
NECCLTD,North Eastern Carrying Corporation Limited,2,BSE_EQ|INE553C01016,Logistics Solution Provider,Transport Services
WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES LIMITED,2,BSE_EQ|INE299N01021,Power Generation,Power
JUPITERIN,Jupiter Infomedia Limited,2,BSE_EQ|INE524N01014,Internet & Catalogue Retail,Retailing
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LIMITED,2,BSE_EQ|INE581M01016,Packaging,Industrial Products
JOINTECAED,Jointeca Education Solutions Limited,2,BSE_EQ|INE131N01018,Computers - Software & Consulting,IT - Software
DUCON,Ducon Infratechnologies Limited,2,BSE_EQ|INE741L01018,Industrial Products,Industrial Manufacturing
PROZONER,PROZONE REALTY LIMITED,2,BSE_EQ|INE195N01013,Residential- Commercial Projects,Realty
SRGHFL,SRG Housing Finance Limited,2,BSE_EQ|INE559N01010,Housing Finance Company,Finance
COMCL,Comfort Commotrade Limited,2,BSE_EQ|INE456N01019,Other Financial Services,Finance
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,2,BSE_EQ|INE892L01019,Diversified Retail,Retailing
CASPIAN,CASPIAN CORPORATE SERVICES LIMITED,2,BSE_EQ|INE176N01021,Other Financial Services,Finance
AERPACE,Aerpace Industries Limited,2,BSE_EQ|INE175N01023,Iron & Steel Products,Industrial Products
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,2,BSE_EQ|INE247C01023,Education,Other Consumer Services
ZUARI,ZUARI AGRO CHEMICALS LIMITED,2,BSE_EQ|INE840M01016,Fertilizers,Fertilizers & Agrochemicals
STEELXIND,Steel Exchange India Ltd.,2,BSE_EQ|INE503B01021,Iron & Steel Products,Industrial Products
TRIOMERC,Trio Mercantile & Trading Limited,2,BSE_EQ|INE234G01022,Other Financial Services,Finance
CIGNITITEC,Cigniti Technologies Ltd,2,BSE_EQ|INE675C01017,IT Enabled Services,IT - Services
CDG,CDG PETCHEM LIMITED,2,BSE_EQ|INE198N01017,Plastic Products - Industrial,Industrial Products
CARERATING,CARE Ratings Limited,2,BSE_EQ|INE752H01013,Ratings,Capital Markets
PCJEWELLER,PC JEWELLER LIMITED,2,BSE_EQ|INE785M01013,Gems- Jewellery And Watches,Consumer Durables
INDUSTOWER,INDUS TOWERS LIMITED,2,BSE_EQ|INE121J01017,Telecom - Infrastructure,Telecom - Services
VMART,V-Mart Retail Limited,2,BSE_EQ|INE665J01013,Diversified Retail,Retailing
NIBE,NIBE LIMITED,2,BSE_EQ|INE149O01018,Aerospace & Defense,Aerospace & Defense
MUKTA,Mukta Agriculture Limited,2,BSE_EQ|INE160O01031,Trading & Distributors,Commercial Services & Supplies
MYSTICELE,Mystic Electronics Limited,2,BSE_EQ|INE159O01033,Trading & Distributors,Commercial Services & Supplies
COMFINCAP,COMFORT FINCAP LIMITED,2,BSE_EQ|INE274M01026,Non Banking Financial Company (NBFC),Finance
SBISENSEX,SBI Mutual Fund,2,BSE_EQ|INF200K01VT2, ,-
BMAL,Bothra Metals & Alloys Limited,2,BSE_EQ|INE583M01012,Aluminium,Non - Ferrous Metals
REPCOHOME,Repco Home Finance Limited,2,BSE_EQ|INE612J01015,Housing Finance Company,Finance
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LIMITED,2,BSE_EQ|INE191O01010,Other Textile Products,Textiles & Apparels
GCMSECU,GCM Securities Limited,2,BSE_EQ|INE168O01026,Stockbroking & Allied,Capital Markets
NIBL,NRB INDUSTRIAL BEARINGS LIMITED,2,BSE_EQ|INE047O01014,Abrasives & Bearings,Industrial Products
PRIMECAPM,Prime Capital Market Limited,2,BSE_EQ|INE748D01010,Non Banking Financial Company (NBFC),Finance
KIFS,KIFS Financial Services Ltd,2,BSE_EQ|INE902D01013,Non Banking Financial Company (NBFC),Finance
SREEL,Sreeleathers Limited,2,BSE_EQ|INE099F01013,Footwear,Consumer Durables
SHARDAMOTR,Sharda Motor Industries Ltd,2,BSE_EQ|INE597I01028,Auto Components & Equipments,Auto Components
SVGLOBAL,S V Global Mill Limited,2,BSE_EQ|INE159L01013,Residential- Commercial Projects,Realty
SDC,SDC TECHMEDIA LIMITED,2,BSE_EQ|INE807O01011,Film Production- Distribution & Exhibition,Entertainment
JUSTDIAL,Just Dial Limited,2,BSE_EQ|INE599M01018,Internet & Catalogue Retail,Retailing
OONE,ObjectOne Information Systems Ltd,2,BSE_EQ|INE860E01011,Computers - Software & Consulting,IT - Software
IFINSEC,India Finsec Limited,2,BSE_EQ|INE474O01010,Non Banking Financial Company (NBFC),Finance
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LIMITED,2,BSE_EQ|INE320I01017,Civil Construction,Construction
AMPVOLTS,AMPVOLTS LIMITED,2,BSE_EQ|INE989J01017,Computers - Software & Consulting,IT - Software
KHOOBSURAT,Khoobsurat Ltd.,2,BSE_EQ|INE731G01027,Other Textile Products,Textiles & Apparels
ORIENTCEM,ORIENT CEMENT LIMITED,2,BSE_EQ|INE876N01018,Cement & Cement Products,Cement & Cement Products
ABFRL,Aditya Birla Fashion and Retail Limited,2,BSE_EQ|INE647O01011,Speciality Retail,Retailing
SAMMAANCAP,Sammaan Capital Limited,2,BSE_EQ|INE148I01020,Housing Finance Company,Finance
MMLF,Money Masters Leasing & Finance Limited,2,BSE_EQ|INE340O01021,Non Banking Financial Company (NBFC),Finance
ALSL,Alacrity Securities Limited,2,BSE_EQ|INE030P01017,Other Financial Services,Finance
GCMCOMM,GCM Commodity & Derivatives Limited,2,BSE_EQ|INE200P01016,Other Financial Services,Finance
ESSENTIA,Integra Essentia Limited,2,BSE_EQ|INE418N01035,Other Food Products,Food Products
JULIEN,JULIEN AGRO INFRATECH LIMITED,2,BSE_EQ|INE890N01019,Civil Construction,Construction
TIGERLOGS,Tiger Logistics (India) Limited,2,BSE_EQ|INE906O01029,Logistics Solution Provider,Transport Services
JK AGRI,JK Agri Genetics Limited,2,BSE_EQ|INE690O01011,Other Agricultural Products,Agricultural Food & other Products
FLFL,Future Lifestyle Fashions Limited,2,BSE_EQ|INE452O01016,Diversified Retail,Retailing
PVVINFRA,PVV Infra Limited,2,BSE_EQ|INE428B01013,Civil Construction,Construction
VCU,VCU Data Management Limited,2,BSE_EQ|INE962O01014,Computers Hardware & Equipments,IT - Hardware
INDRENEW,IND Renewable Energy Ltd,2,BSE_EQ|INE138O01029,Power Generation,Power
SRGSFL,S R G SECURITIES FINANCE LIMITED,2,BSE_EQ|INE326P01019,Non Banking Financial Company (NBFC),Finance
ACFSL,Amrapali Capital and Finance Services Limited,2,BSE_EQ|INE218P01018,Non Banking Financial Company (NBFC),Finance
STELLAR,STELLAR CAPITAL SERVICES LIMITED,2,BSE_EQ|INE325P01011,Other Financial Services,Finance
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,2,BSE_EQ|INE147P01019,Investment Company,Finance
YURANUS,Yuranus Infrastructure Ltd,2,BSE_EQ|INE156M01017,Civil Construction,Construction
MOM100,Motilal Oswal Mutual Fund,2,BSE_EQ|INF247L01023, ,-
CPL,CAPTAIN POLYPLAST LIMITED,2,BSE_EQ|INE536P01021,Plastic Products - Industrial,Industrial Products
NIFTYIETF,ICICI Prudential Mutual Fund,2,BSE_EQ|INF109K012R6, ,-
NIF100IETF,ICICI Prudential Mutual Fund,2,BSE_EQ|INF109KC16V9, ,-
ARNOLD,Arnold Holdings Ltd,2,BSE_EQ|INE185K01036,Non Banking Financial Company (NBFC),Finance
SUNLOC,Sunil Healthcare Limited,2,BSE_EQ|INE671C01016,Pharmaceuticals,Pharmaceuticals & Biotechnology
SUYOG,Suyog Telematics Limited,2,BSE_EQ|INE442P01014,Telecom - Infrastructure,Telecom - Services
NATHBIOGEN,Nath Biogene India Ltd.,2,BSE_EQ|INE448G01010,Other Agricultural Products,Agricultural Food & other Products
AGRITECH,Agri-Tech India Ltd.,2,BSE_EQ|INE449G01018,Other Agricultural Products,Agricultural Food & other Products
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LIMITED,2,BSE_EQ|INE212P01011,Industrial Products,Industrial Manufacturing
NIF100BEES,Nippon India Mutual Fund,2,BSE_EQ|INF204K014N5, ,-
DENISCHEM,Denis Chem Lab Limited,2,BSE_EQ|INE051G01012,Pharmaceuticals,Pharmaceuticals & Biotechnology
POLYMAC,Polymac Thermoformers Limited,2,BSE_EQ|INE826P01018,Plastic Products - Industrial,Industrial Products
UNISHIRE,Unishire Urban Infra Limited,2,BSE_EQ|INE210P01015,Residential- Commercial Projects,Realty
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LIMITED,2,BSE_EQ|INE920P01019,Ship Building & Allied Services,Industrial Manufacturing
ETT,ETT Limited,2,BSE_EQ|INE546I01017,Residential- Commercial Projects,Realty
NIFTY1,Kotak Mahindra Mutual Fund,2,BSE_EQ|INF174K014P6, ,-
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,2,BSE_EQ|INE101H01013,Sugar,Agricultural Food & other Products
KIRANVYPAR,Kiran Vyapar Limited,2,BSE_EQ|INE555P01013,Non Banking Financial Company (NBFC),Finance
BCP,B.C. Power Controls Limited,2,BSE_EQ|INE905P01028,Cables - Electricals,Industrial Products
KCSL,Karnimata Cold Storage Limited,2,BSE_EQ|INE576P01019,Diversified Commercial Services,Commercial Services & Supplies
RACE,RACE ECO CHAIN LIMITED,2,BSE_EQ|INE084Q01012,Waste Management,Other Utilities
MANGIND,Mangalam Industrial Finance Limited,2,BSE_EQ|INE717C01025,Non Banking Financial Company (NBFC),Finance
VIJIFIN,VIJI FINANCE LIMITED,2,BSE_EQ|INE159N01027,Non Banking Financial Company (NBFC),Finance
PHOENIXTN,PHOENIX TOWNSHIP LIMITED,2,BSE_EQ|INE977M01024,Hotels & Resorts,Leisure Services
INFRONICS,INFRONICS SYSTEMS LIMITED,2,BSE_EQ|INE463B01036,Software Products,IT - Software
CPSEETF,Nippon India Mutual Fund,2,BSE_EQ|INF457M01133, ,-
HARIAAPL,Haria Apparels Limited,2,BSE_EQ|INE493N01012,Other Textile Products,Textiles & Apparels
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIMITED,2,BSE_EQ|INE574G01013,Tea & Coffee,Agricultural Food & other Products
RNBDENIMS,R&B Denims Limited,2,BSE_EQ|INE012Q01021,Other Textile Products,Textiles & Apparels
SHARPINV,SHARP INVESTMENTS LTD,2,BSE_EQ|INE909D01026,Non Banking Financial Company (NBFC),Finance
WONDERLA,Wonderla Holidays Limited,2,BSE_EQ|INE066O01014,Amusement Parks/ Other Recreation,Leisure Services
RESPONSINF,Response Informatics Limited,2,BSE_EQ|INE401B01010,Software Products,IT - Software
GCMCAPI,GCM Capital Advisors Limited,2,BSE_EQ|INE191P01017,Other Financial Services,Finance
AFEL,A.F. Enterprises Limited,2,BSE_EQ|INE663P01015,Trading & Distributors,Commercial Services & Supplies
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,2,BSE_EQ|INE452L01012,Iron & Steel Products,Industrial Products
WESTLEIRES,WEST LEISURE RESORTS LIMITED,2,BSE_EQ|INE266P01017,Other Financial Services,Finance
NAM,Nam Securities Ltd.,2,BSE_EQ|INE792G01011,Other Financial Services,Finance
METSL,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,2,BSE_EQ|INE318N01011,Industrial Products,Industrial Manufacturing
SPS,SPS Finquest Limited,2,BSE_EQ|INE502O01018,Non Banking Financial Company (NBFC),Finance
JACKSON,Jackson Investments Limited,2,BSE_EQ|INE508N01025,Investment Company,Finance
MONEYBOXX,MONEYBOXX FINANCE LIMITED,2,BSE_EQ|INE296Q01012,Non Banking Financial Company (NBFC),Finance
WORTH,Worth Investment & Trading Co Limited,2,BSE_EQ|INE114O01020,Investment Company,Finance
QUASAR,Quasar India Limited,2,BSE_EQ|INE855P01033,Trading & Distributors,Commercial Services & Supplies
TPROJECT,Thirani Projects Limited,2,BSE_EQ|INE901C01017,Non Banking Financial Company (NBFC),Finance
AMARSEC,Amarnath Securities Ltd.,2,BSE_EQ|INE745P01010,Non Banking Financial Company (NBFC),Finance
CTL,Capital Trade Links Limited,2,BSE_EQ|INE172D01021,Non Banking Financial Company (NBFC),Finance
TARINI,Tarini International Limited,2,BSE_EQ|INE849M01017,Consulting Services,Commercial Services & Supplies
YAANENT,YAAN ENTERPRISES LIMITED,2,BSE_EQ|INE969E01010,"Tour, Travel Related Services",Leisure Services
JTAPARIA,J.Taparia Projects Ltd,2,BSE_EQ|INE075K01013,Other Agricultural Products,Agricultural Food & other Products
RLFL,Ramchandra Leasing & Finance Limited,2,BSE_EQ|INE516P01015,Non Banking Financial Company (NBFC),Finance
GOLDCOINHF,GoldCoin Health Foods Limited,2,BSE_EQ|INE634J01019,Packaged Foods,Food Products
BRPL,Bansal Roofing Products Limited,2,BSE_EQ|INE319Q01012,Iron & Steel Products,Industrial Products
ARMAN,Arman Holdings Limited,2,BSE_EQ|INE510P01018,Investment Company,Finance
SKIPPER,Skipper Limited,2,BSE_EQ|INE439E01022,Heavy Electrical Equipment,Electrical Equipment
ADARSH,Adarsh Mercantile Limited,2,BSE_EQ|INE673E01018,Trading & Distributors,Commercial Services & Supplies
JAMESWARREN,James Warren Tea Limited,2,BSE_EQ|INE718P01017,Tea & Coffee,Agricultural Food & other Products
VISTARAMAR,Vistar Amar Limited,2,BSE_EQ|INE878P01019,Other Food Products,Food Products
GULFOILLUB,Gulf Oil Lubricants India Limited,2,BSE_EQ|INE635Q01029,Lubricants,Petroleum Products
FRUTION,Fruition Venture Limited,2,BSE_EQ|INE836C01015,Trading & Distributors,Commercial Services & Supplies
TRIVENIENT,Triveni Enterprises Limited,2,BSE_EQ|INE916P01025,Trading & Distributors,Commercial Services & Supplies
BHANDERI,Bhanderi Infracon Limited,2,BSE_EQ|INE336Q01016,Residential- Commercial Projects,Realty
ZINEMA,ZINEMA MEDIA AND ENTERTAINMENT LIMITED,2,BSE_EQ|INE641Q01019,Trading & Distributors,Commercial Services & Supplies
QUANTBUILD,Quantum Build-Tech Limited,2,BSE_EQ|INE222B01028,Residential- Commercial Projects,Realty
TTIENT,TTI Enterprise Limited,2,BSE_EQ|INE404F01031,Non Banking Financial Company (NBFC),Finance
VISHAL,Vishal Fabrics Limited,2,BSE_EQ|INE755Q01025,Garments & Apparels,Textiles & Apparels
TOYAMSL,TOYAM SPORTS LIMITED,2,BSE_EQ|INE457P01020,Other Financial Services,Finance
GAJANANSEC,Gajanan Securities Services Ltd.,2,BSE_EQ|INE868G01019,Other Financial Services,Finance
UNISON,Unison Metals Ltd,2,BSE_EQ|INE099D01018,Iron & Steel Products,Industrial Products
RTFL,Real Touch Finance Limited,2,BSE_EQ|INE840I01014,Other Financial Services,Finance
VRL,Vasundhara Rasayans Ltd.,2,BSE_EQ|INE406F01010,Pharmaceuticals,Pharmaceuticals & Biotechnology
SNOWMAN,SNOWMAN LOGISTICS LIMITED,2,BSE_EQ|INE734N01019,Logistics Solution Provider,Transport Services
QGO,QGO FINANCE LIMITED,2,BSE_EQ|INE837C01013,Non Banking Financial Company (NBFC),Finance
PURSHOTTAM,Purshottam Investofin Limited,2,BSE_EQ|INE729C01020,Non Banking Financial Company (NBFC),Finance
HCLTD,HIND COMMERCE LIMITED,2,BSE_EQ|INE691J01019,Trading & Distributors,Commercial Services & Supplies
SHARDACROP,Sharda Cropchem Limited,2,BSE_EQ|INE221J01015,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
SIROHIA,Sirohia & Sons Limited,2,BSE_EQ|INE785O01019,Trading & Distributors,Commercial Services & Supplies
MIIL,Meghna Infracon Infrastructure Limited,2,BSE_EQ|INE898Q01015,Residential- Commercial Projects,Realty
CITYONLINE,City Online Services Limited,2,BSE_EQ|INE158C01014,Telecom - Cellular & Fixed line services,Telecom - Services
SENSEXBEES,Nippon India Mutual Fund,2,BSE_EQ|INF204KA1UN7, ,-
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,2,BSE_EQ|INE363M01019,Media & Entertainment,Entertainment
ULTRACAB,Ultracab (India) Limited,2,BSE_EQ|INE010R01023,Cables - Electricals,Industrial Products
RCCL,Rajasthan Cylinders & Containers Limited,2,BSE_EQ|INE929D01016,Industrial Products,Industrial Manufacturing
ETIL,Econo Trade (India) Limited,2,BSE_EQ|INE937K01014,Non Banking Financial Company (NBFC),Finance
ATISHAY,Atishay Limited,2,BSE_EQ|INE011R01013,Software Products,IT - Software
SANGAMFIN,Sangam Finserv Limited,2,BSE_EQ|INE475D01010,Non Banking Financial Company (NBFC),Finance
DHABRIYA,Dhabriya Polywood Limited,2,BSE_EQ|INE260R01016,Plastic Products - Industrial,Industrial Products
ARYACAPM,Aryaman Capital Markets Limited,2,BSE_EQ|INE229R01011,Investment Company,Finance
